value	quote_count	file_key	quote_keys
मनुष्यस्वभावः	1	manuShyasvabhAvaH	
मन्त्र-विद्या	1	mantra-vidyA	
मन्त्रः	5	mantraH	
मन्त्रवादः	2	mantravAdaH	
मन्त्री	12	mantrI	
ममता	1	mamatA	
मयूरः	3	mayUraH	
मयूरविषयकोक्तिः	1	mayUraviShayakoktiH	
मरून्मत्ताः	1	marUnmattAH	
मरून्मादः	2	marUnmAdaH	
मल्लशाहः	3	mallashAhaH	
मशकः	1	mashakaH	
महत्त्वम्	3	mahattvam	
महत्त्वम् अल्पस्यापि	1	mahattvam_alpasyApi	
महर्षिः	1	maharShiH	
महानगराः	1	mahAnagarAH	
महाभारतम्	4	mahAbhAratam	
महोक्षः	1	mahoxaH	
मांसम्	1	mAMsam	
माघः	1	mAghaH	
माणिकः	5	mANikaH	
मातङ्गदिवाकरः	1	mAtangadivAkaraH	
माता	5	mAtA	
मातृत्वम्	1	mAtRtvam	
मात्सर्यम्	2	mAtsaryam	
माधवः	1	mAdhavaH	
मान-नटनम्	2	mAna-naTanam	
मानम्	17	mAnam	
मानसपूजा	2	mAnasapUjA	
मानसिंहः	1	mAnasiMhaH	
मानसिकजपः	2	mAnasikajapaH	
मानी	2	mAnI	
माया	3	mAyA	
मार्गसीर्षः	1	mArgasIrShaH	
मालवाखण्डलः	1	mAlavAkhaNDalaH	
माहत्य-विवेकः	3	mAhatya-vivekaH	
मित-व्ययः	1	mita-vyayaH	
मितभाषिता	1	mitabhAShitA	
मित्र	1	mitra	
मित्रता	2	mitratA	
मित्रम्	4	mitram	
मिथ्य-प्रशंसा	1	mithya-prashaMsA	
मिथ्या-कीर्तिः	1	mithyA-kIrtiH	
मिथ्या-प्रतिज्ञा	1	mithyA-pratijnA	
मीनाक्षी	1	mInAxI	
मीमांसकः	8	mImAMsakaH	
मुकुन्ददेवः	1	mukundadevaH	
मुक्ताकलापं प्रत्युक्तिः	1	muktAkalApaM_pratyuktiH	
मुक्तिः	1	muktiH	
मुखभाषा	1	mukhabhAShA	
मुखम्	47	mukham	
मुखरता	1	mukharatA	
मुञ्जः	1	munjaH	
मुण्डनम्	1	muNDanam	
मुद्दाफरशाहः	1	muddApharashAhaH	
मुद्रिका	1	mudrikA	
मुनिः	1	muniH	
मुमूर्षा	1	mumUrShA	
मुरारिः	3	murAriH	
मूर्खः	23	mUrkhaH	
मूर्खाः	2	mUrkhAH	
मूर्खैस् सह वादः	1	mUrkhais_saha_vAdaH	
मूल्यम्	1	mUlyam	
मृगः	1	mRgaH	
मृगया	8	mRgayA	
मृगयानिवृत्तिः	1	mRgayAnivRttiH	
मृणालहारं प्रत्युक्तिः	1	mRNAlahAraM_pratyuktiH	
मृत-भाषा	1	mRta-bhAShA	
मृत्युः	13	mRtyuH	
मेघं प्रत्युक्तयः	3	meghaM_pratyuktayaH	
मेघः	4	meghaH	
मेघदूतम्	1	meghadUtam	
मेधा	1	medhA	
मेरुः	1	meruH	
मेषः	1	meShaH	
मैत्री	5	maitrI	
मोक्षः	5	moxaH	
मोदः	1	modaH	
मोहः	4	mohaH	
मोहिनी	1	mohinI	
मौक्तिकम्	1	mauktikam	
मौनम्	10	maunam	
म्लेच्छः	4	mlechChaH	
म्लेच्छनिरसनम्	1	mlechChanirasanam	
म्लेच्छभाषा	1	mlechChabhAShA	
म्लेच्छाः	1	mlechChAH	
म्लेच्छाक्रमः	1	mlechChAkramaH	
यजमानः	1	yajamAnaH	
यज्ञः	4	yajnaH	
यथार्थज्ञानम्	1	yathArthajnAnam	
यमः	3	yamaH	
यशः	1	yashaH	
याचकः	48	yAchakaH	
याचनम्	2	yAchanam	
यात्रा	2	yAtrA	
यात्री	28	yAtrI	
यामुनः	1	yAmunaH	
युक्तिः	3	yuktiH	
युद्ध-कौशलम्	1	yuddha-kaushalam	
युद्धकौशलम्	1	yuddhakaushalam	
युद्धम्	126	yuddham	
युयुत्सा	1	yuyutsA	
युवा	9	yuvA	
योगः	4	yogaH	
योजना	1	yojanA	
यौवनम्	11	yauvanam	
रक्षणम्	1	raxaNam	
रजः	1	rajaH	
रणसामग्री	24	raNasAmagrI	
रण्डाश्रमः	1	raNDAshramaH	
रतिः	45	ratiH	
रतिश्रान्तिः	21	ratishrAntiH	
रत्नखेटदीक्षितः	1	ratnakheTadIxitaH	
रथवेगः	6	rathavegaH	
रम्यता	1	ramyatA	
रसः	5	rasaH	
रसिकः	17	rasikaH	
रसिकता	15	rasikatA	
रसिकप्रशंसा	1	rasikaprashaMsA	
रागः	2	rAgaH	
राज-नीतिः	1	rAja-nItiH	
राजधर्मः	4	rAjadharmaH	
राजनीतिः	1	rAjanItiH	
राजपुरुषः	1	rAjapuruShaH	
राजबहादुरः	1	rAjabahAduraH	
राजमिलनम्	1	rAjamilanam	
राजयात्रा	27	rAjayAtrA	
राजविभूषा	8	rAjavibhUShA	
राजशेखरः	2	rAjashekharaH	
राजसभा	14	rAjasabhA	
राजसेवकः	9	rAjasevakaH	
राजा	527	rAjA	
राजाधिकारी	1	rAjAdhikArI	
राजेन्द्रसिंहः	1	rAjendrasiMhaH	
राज्ञी	1	rAjnI	
राज्याधिकारगर्हणम्	5	rAjyAdhikAragarhaNam	
रात्रिः	13	rAtriH	
राधा	2	rAdhA	
राम-मन्दिर-इष्टिका	1	rAma-mandira-iShTikA	
रामः	20	rAmaH	
रामचन्द्रः	53	rAmachandraH	
रामजामः	1	rAmajAmaH	
रामनाथः	1	rAmanAthaH	
रामनाम	5	rAmanAma	
राममन्दिरम्	3	rAmamandiram	
रामशोकः	1	rAmashokaH	
रामानुजः	4	rAmAnujaH	
रामायणम्	1	rAmAyaNam	
रामौ	1	rAmau	
रावणः	3	rAvaNaH	
राष्ट्र-नाशः	1	rAShTra-nAshaH	
रास-लीला	2	rAsa-lIlA	
रासभः	1	rAsabhaH	
रासलीला	5	rAsalIlA	
रासिक्यम्	1	rAsikyam	
रुक्मिणीहरणम्	1	rukmiNIharaNam	
रुचिः	1	ruchiH	
रुद्रः	5	rudraH	
रुद्रगणः	2	rudragaNaH	
रुद्रगणाः	1	rudragaNAH	
रूपनारायणः	1	rUpanArAyaNaH	
रूपमणिः	1	rUpamaNiH	
रूपम्	2	rUpam	
रोगः	4	rogaH	
रोगसङ्क्रामः	1	rogasankrAmaH	
रोमावली	31	romAvalI	
रोहिणीं प्रत्युक्तिः	1	rohiNIM_pratyuktiH	
लक्ष्मी	1	laxmI	
लक्ष्मी-चाञ्चल्यम्	1	laxmI-chAnchalyam	
लक्ष्मीः	61	laxmIH	
लक्ष्मीप्रभावः	1	laxmIprabhAvaH	
लङ्का	1	lankA	
लज्जाभासः	1	lajjAbhAsaH	
लयः	13	layaH	
ललाटः	1	lalATaH	
लिङ्गम्	2	lingam	
लिङ्गायताः	1	lingAyatAH	
लिपिः	1	lipiH	
लीला	2	lIlA	
लेखकः	1	lekhakaH	
लेखनकर्त्री	2	lekhanakartrI	
लेखनम्	1	lekhanam	
लोक-फल्गुता	1	loka-phalgutA	
लोकः	1	lokaH	
लोकतापः	1	lokatApaH	
लोकभाषाः	1	lokabhAShAH	
लोकसङ्ग्रहः	2	lokasangrahaH	
लोकहितम्	1	lokahitam	
लोभः	28	lobhaH	
वंशः	2	vaMshaH	
वक्ता	1	vaktA	
वक्रता	1	vakratA	
वक्रोक्तिः	1	vakroktiH	
वचन-पाटवम्	1	vachana-pATavam	
वज्रः	1	vajraH	
वञ्चनम्	1	vanchanam	
वणिक्	1	vaNik	
वनम्	1	vanam	
वनवासः	1	vanavAsaH	
वनश्रीम्	7	vanashrIm	
वयः	3	vayaH	
वयःसन्धिः	60	vayaHsandhiH	
वराहः	2	varAhaH	
वरुणः	1	varuNaH	
वर्ण-च्युतिः	1	varNa-chyutiH	
वर्णः	2	varNaH	
वर्णसङ्घर्षः	1	varNasangharShaH	
वर्तमान-कालः	3	vartamAna-kAlaH	
वर्षा	104	varShA	
वर्षाकालः	1	varShAkAlaH	
वर्षायात्री	29	varShAyAtrI	
वलित्रयम्	11	valitrayam	
वषाकालः	1	vaShAkAlaH	
वसन्त-यात्री	10	vasanta-yAtrI	
वसन्त-वायुः	18	vasanta-vAyuH	
वसन्तः	131	vasantaH	
वसन्तर्तुः	1	vasantartuH	
वसन्तवर्णनम्	3	vasantavarNanam	
वस्त्रम्	3	vastram	
वाक्	6	vAk	
वाक्-चौर्यम्	2	vAk-chauryam	
वाक्-पाटवम्	1	vAk-pATavam	
वाक्पटुता	9	vAkpaTutA	
वाक्पाटवम्	1	vAkpATavam	
वाक्पारुश्यम्	1	vAkpArushyam	
वाक्पारुषम्	1	vAkpAruSham	
वाग्-यमः	1	vAg-yamaH	
वाग्यमः	2	vAgyamaH	
वाग्रोधः	15	vAgrodhaH	
वाङ्-नियन्त्रणम्	1	vA~N-niyantraNam	
वाङ्गाः	1	vAngAH	
वाचालता	1	vAchAlatA	
वाजसनेयशाखा	1	vAjasaneyashAkhA	
वाणी	6	vANI	
वात्सल्यम्	1	vAtsalyam	
वादः	12	vAdaH	
वामनः	2	vAmanaH	
वामाचारः	1	vAmAchAraH	
वायुः	1	vAyuH	
वार्त्ताहरः	1	vArttAharaH	
वार्धक्यम्	1	vArdhakyam	
वाल्मीकिः	11	vAlmIkiH	
वास-योग्यता	1	vAsa-yogyatA	
वासकसज्जा	15	vAsakasajjA	
वासना	1	vAsanA	
वासुकिः	1	vAsukiH	
वासुदेवः	1	vAsudevaH	
विकलता	1	vikalatA	
विकल्प-त्यागः	1	vikalpa-tyAgaH	
विक्रमार्कः	4	vikramArkaH	
विक्षिप्त-मनस्कता	1	vixipta-manaskatA	
विक्षिप्त-मनाः	1	vixipta-manAH	
विग्रहः	1	vigrahaH	
विग्रहराजः	1	vigraharAjaH	
विघ्नः	1	vighnaH	
विचारः	3	vichAraH	
विचित्य-कारिता	1	vichitya-kAritA	
विजया	2	vijayA	
विज्जका	1	vijjakA	
वितण्डा	10	vitaNDA	
वित्त-शुचिः	1	vitta-shuchiH	
वित्तम्	8	vittam	
वित्तार्जनम्	1	vittArjanam	
विदुषी	1	viduShI	
विदेशः	1	videshaH	
विद्या	32	vidyA	
विद्या-प्रयोगः	1	vidyA-prayogaH	
विद्यात्यागः	1	vidyAtyAgaH	
विद्यादानम्	1	vidyAdAnam	
विद्याप्रभावः	1	vidyAprabhAvaH	
विद्यार्थी	1	vidyArthI	
विद्यालाभः	1	vidyAlAbhaH	
विद्याविक्रयः	1	vidyAvikrayaH	
विद्वत्ता	10	vidvattA	
विद्वान्	8	vidvAn	
विधवा	1	vidhavA	
विधि-विषम्यम्	1	vidhi-viShamyam	
विधि-वैषम्यम्	1	vidhi-vaiShamyam	
विधिः	12	vidhiH	
विनयः	10	vinayaH	
विपरीत-मानम्	1	viparIta-mAnam	
विपर्ययः	1	viparyayaH	
विप्रयोग-शृङ्गारः	1	viprayoga-shRngAraH	
विप्रलब्धा	11	vipralabdhA	
विप्रलम्ब-शृङ्गारः	3	vipralamba-shRngAraH	
विप्रलम्भ-शृङ्गारः	2	vipralambha-shRngAraH	
विप्रलम्भशृङ्गारः	2	vipralambhashRngAraH	
विभूतयः	2	vibhUtayaH	
विमृश्यकारिता	1	vimRshyakAritA	
वियोगः	84	viyogaH	
विरक्तिः	1	viraktiH	
विरलता	2	viralatA	
विरहः	1	virahaH	
विरहदिनावधिरेखा	1	virahadinAvadhirekhA	
विरोधः	1	virodhaH	
विलम्बः	3	vilambaH	
विलापः	164	vilApaH	
विवादः	3	vivAdaH	
विवाह-च्छेदः	1	vivAha-chChedaH	
विवाहः	8	vivAhaH	
विवेकः	7	vivekaH	
विशिष्टाद्वैतम्	1	vishiShTAdvaitam	
विश्वरूपम्	2	vishvarUpam	
विश्वासः	2	vishvAsaH	
विष्णुः	59	viShNuH	
विष्णुः शिवः	1	viShNuH_shivaH	
विष्णुभक्तिः	1	viShNubhaktiH	
विस्मयः	1	vismayaH	
विस्मृतिः	1	vismRtiH	
विहारः	13	vihAraH	
वीचिः	1	vIchiH	
वीरः	17	vIraH	
वीरभानः	2	vIrabhAnaH	
वीरवरः	2	vIravaraH	
वीरसिंहः	3	vIrasiMhaH	
वीर्यम्	10	vIryam	
वृक्षः	1	vRxaH	
वृद्ध-पूजा	1	vRddha-pUjA	
वृद्ध-शुश्रूषा	1	vRddha-shushrUShA	
वृद्धः	3	vRddhaH	
वृद्धाः	1	vRddhAH	
वृषाः	1	vRShAH	
वृष्टिः	1	vRShTiH	
वेङ्कटनाथः	2	venkaTanAthaH	
वेङ्कटपतिः	1	venkaTapatiH	
वेदः	6	vedaH	
वेदनिन्दा	3	vedanindA	
वेदाः	20	vedAH	
वेदाङ्गाः	1	vedAngAH	
वेदाङ्गानि	1	vedAngAni	
वेदान्तः	1	vedAntaH	
वेदान्तम्	2	vedAntam	
वेदार्थः	1	vedArthaH	
वेश्या	11	veshyA	
वैदिकः	2	vaidikaH	
वैद्य-शास्त्रम्	1	vaidya-shAstram	
वैद्यः	28	vaidyaH	
वैधर्म्यम्	1	vaidharmyam	
वैयाकरणः	14	vaiyAkaraNaH	
वैरम्	3	vairam	
वैराग्य-दम्भः	2	vairAgya-dambhaH	
वैराग्य-बाधाः	1	vairAgya-bAdhAH	
वैराग्यम्	176	vairAgyam	
वैशेषिकम्	1	vaisheShikam	
वैश्वदेवम्	1	vaishvadevam	
व्यक्ति-निन्दा	1	vyakti-nindA	
व्यग्रता	1	vyagratA	
व्यभिचारिणी	88	vyabhichAriNI	
व्यवहार-कौशलम्	1	vyavahAra-kaushalam	
व्यवहारः	1	vyavahAraH	
व्यस्तता	1	vyastatA	
व्याकरणम्	12	vyAkaraNam	
व्याख्या	4	vyAkhyA	
व्याघ्रः	1	vyAghraH	
व्यासः	6	vyAsaH	
व्रतम्	1	vratam	
व्रीडा	1	vrIDA	
व्रीढा	1	vrIDhA	
शक्ति-प्रदर्शनम्	1	shakti-pradarshanam	
शक्तिः	10	shaktiH	
शक्तिमदः	1	shaktimadaH	
शङ्करः	3	shankaraH	
शङ्कराचार्यः	1	shankarAchAryaH	
शठः	1	shaThaH	
शतदूषणी	1	shatadUShaNI	
शत्रुः	3	shatruH	
शत्रुशल्यः	1	shatrushalyaH	
शपथः	1	shapathaH	
शब्दः	1	shabdaH	
शब्दप्रमाणम्	1	shabdapramANam	
शब्दालङ्कारः	1	shabdAlankAraH	
शमः	1	shamaH	
शरणागतिः	1	sharaNAgatiH	
शरत्	48	sharat	
शरद्-यात्री	2	sharad-yAtrI	
शरद्-वायुः	2	sharad-vAyuH	
शरद्वर्णनम्	3	sharadvarNanam	
शरीरम्	2	sharIram	
शर्धः	2	shardhaH	
शस्त्रम्	3	shastram	
शस्त्रशिक्षा	1	shastrashixA	
शस्त्राणि	1	shastrANi	
शाकल्लमल्लः	1	shAkallamallaH	
शाठ्यम्	5	shAThyam	
शान्तिः	6	shAntiH	
शाब्दबोधः	1	shAbdabodhaH	
शास्त्र-ज्ञानम्	1	shAstra-jnAnam	
शास्त्र-प्रयोगः	2	shAstra-prayogaH	
शास्त्र-बोधः	1	shAstra-bodhaH	
शास्त्र-भायनम्	1	shAstra-bhAyanam	
शास्त्र-वचनम्	1	shAstra-vachanam	
शास्त्रं	1	shAstraM	
शास्त्रम्	22	shAstram	
शास्त्राणि	1	shAstrANi	
शास्स्त्राभ्यासः	1	shAsstrAbhyAsaH	
शाहिजहानः	1	shAhijahAnaH	
शिक्षकः	1	shixakaH	
शिक्षणम्	6	shixaNam	
शिक्षा	5	shixA	
शिव-परिवारः	2	shiva-parivAraH	
शिव-पूजा	1	shiva-pUjA	
शिवः	238	shivaH	
शिवपरिवारः	1	shivaparivAraH	
शिवसूत्राणि	1	shivasUtrANi	
शिवौ	27	shivau	
शिशिर-यात्री	3	shishira-yAtrI	
शिशिर-वायुः	2	shishira-vAyuH	
शिशिरः	19	shishiraH	
शिशिरर्तुः	1	shishirartuH	
शिशिरवर्णनम्	1	shishiravarNanam	
शिशुः	1	shishuH	
शिष्टः	6	shiShTaH	
शिष्टाः	2	shiShTAH	
शिष्टाचारः	3	shiShTAchAraH	
शिष्यः	3	shiShyaH	
शीघ्र-कारिता	1	shIghra-kAritA	
शीघ्रकारिता	1	shIghrakAritA	
शीलम्	2	shIlam	
शीला	1	shIlA	
शुक्रः	1	shukraH	
शुद्धता	1	shuddhatA	
शुद्धिः	1	shuddhiH	
शुष्क-पण्डितः	3	shuShka-paNDitaH	
शुष्क-पाण्डित्यम्	4	shuShka-pANDityam	
शुष्क-विद्या	1	shuShka-vidyA	
शुष्कतर्कः	1	shuShkatarkaH	
शुष्कपाण्डित्यम्	1	shuShkapANDityam	
शुष्कवैरम्	1	shuShkavairam	
शूद्रः	1	shUdraH	
शूद्रकविः	1	shUdrakaviH	
शून्य-प्रतिज्ञा	1	shUnya-pratijnA	
शूरः	1	shUraH	
शृगारः	1	shRgAraH	
शृङ्गारः	27	shRngAraH	
शृङ्गारम्	1	shRngAram	
शोकः	1	shokaH	
शौचम्	3	shaucham	
शौर्यम्	4	shauryam	
श्त्रीः	1	shtrIH	
श्त्रीसौनर्यम्	1	shtrIsaunaryam	
श्रद्धा	1	shraddhA	
श्रमणः	1	shramaNaH	
श्रवणम्	1	shravaNam	
श्राद्धम्	5	shrAddham	
श्री-मदः	3	shrI-madaH	
श्रीः	3	shrIH	
श्रुतम्	1	shrutam	
श्रुतिः	2	shrutiH	
श्रेयः	1	shreyaH	
श्रोता	1	shrotA	
श्रोतृत्वम्	1	shrotRtvam	
श्रोत्रियः	1	shrotriyaH	
श्वशुरः	1	shvashuraH	
षण्मुखः	3	ShaNmukhaH	
संख्याबलम्	2	saMkhyAbalam	
संयमः	3	saMyamaH	
संवित्	3	saMvit	
संशय-दम्भः	1	saMshaya-dambhaH	
संशयः	1	saMshayaH	
संस्कारः	5	saMskAraH	
संस्कृतम्	12	saMskRtam	
सकलङ्कचन्द्रः	26	sakalankachandraH	
सखायं प्रति नायकोक्तिः	1	sakhAyaM_prati_nAyakoktiH	
सखीं प्रति नायिकावाक्यम्	3	sakhIM_prati_nAyikAvAkyam	
सख्यनुनयः	23	sakhyanunayaH	
सङ्कुचित-दृष्टिः	1	sankuchita-dRShTiH	
सङ्क्षेपेच्छा	1	sanxepechChA	
सङ्गः	2	sangaH	
सङ्गमः	1	sangamaH	
सङ्ग्रहणम्	1	sangrahaNam	
सज्जन-कोपः	1	sajjana-kopaH	
सज्जन-मित्रता	1	sajjana-mitratA	
सज्जनः	286	sajjanaH	
सज्जनता	1	sajjanatA	
सती	41	satI	
सत्-काव्यम्	1	sat-kAvyam	
सत्कारः	1	satkAraH	
सत्कार्यम्	1	satkAryam	
सत्काव्यम्	1	satkAvyam	
सत्त्वम्	3	sattvam	
सत्त्वेन हानिः	1	sattvena_hAniH	
सत्पत्नी	1	satpatnI	
सत्यम्	17	satyam	
सत्सङ्गः	10	satsangaH	
सदाचारः	5	sadAchAraH	
सद्गुणः	1	sadguNaH	
सद्गुणाः	2	sadguNAH	
सद्बुद्धिः	1	sadbuddhiH	
सद्भावः	2	sadbhAvaH	
सद्भावना	2	sadbhAvanA	
सद्भावाः	1	sadbhAvAH	
सद्वृत्तिः	1	sadvRttiH	
सनातन-स्थितिः	1	sanAtana-sthitiH	
सन्तोषः	31	santoShaH	
सन्देशः	79	sandeshaH	
सन्ध्या	9	sandhyA	
सन्ध्या-वन्दनम्	2	sandhyA-vandanam	
सन्ध्यावन्दनम्	1	sandhyAvandanam	
सन्न्यासः	2	sannyAsaH	
सन्मित्रम्	1	sanmitram	
सपिण्डता	1	sapiNDatA	
सफलता	1	saphalatA	
सभा	2	sabhA	
सभासदः	2	sabhAsadaH	
समग्रस्त्रीस्वरूपम्	77	samagrastrIsvarUpam	
समता	1	samatA	
समदृष्टिः	4	samadRShTiH	
समयः	1	samayaH	
समस्यापूरणम्	1	samasyApUraNam	
समात्वम्	1	samAtvam	
समाधिः	1	samAdhiH	
समानताभासः	1	samAnatAbhAsaH	
समुद्रः	7	samudraH	
सम्बन्धः	1	sambandhaH	
सम्बन्धाभासः	1	sambandhAbhAsaH	
सम्भावना	1	sambhAvanA	
सम्भोग-शृङ्गारः	1	sambhoga-shRngAraH	
सम्भोगशृङ्गारः	1	sambhogashRngAraH	
सम्मानः	1	sammAnaH	
सम्मानम्	1	sammAnam	
सरः	1	saraH	
सरलता	2	saralatA	
सरस्वती	23	sarasvatI	
सर्पः	1	sarpaH	
सर्वकारः	1	sarvakAraH	
सर्वज्ञः	1	sarvajnaH	
सर्वज्ञता	2	sarvajnatA	
सर्वनाशः	1	sarvanAshaH	
सहकारः	2	sahakAraH	
सहजम् अन्याय्यम्	2	sahajam_anyAyyam	
सहनशीलता	1	sahanashIlatA	
सहृदयः	3	sahRdayaH	
सहृदयता	1	sahRdayatA	
साक्षात्कारः	1	sAxAtkAraH	
साक्षिवादः	1	sAxivAdaH	
सागरः	1	sAgaraH	
साङ्ख्यम्	1	sAnkhyam	
सातवाहनः	1	sAtavAhanaH	
सात्त्विक-त्यागः	1	sAttvika-tyAgaH	
साफल्यम्	1	sAphalyam	
साम-दान-भेद-दण्डाः	1	sAma-dAna-bheda-daNDAH	
सामः	1	sAmaH	
सामरस्यम्	2	sAmarasyam	
सामवेदः	2	sAmavedaH	
सामीप्यम्	1	sAmIpyam	
सारः	5	sAraH	
सारग्राहिता	6	sAragrAhitA	
सारङ्गं प्रत्युक्तिः	1	sArangaM_pratyuktiH	
सारासार-विवेकः	1	sArAsAra-vivekaH	
सावित्री	1	sAvitrI	
साहसः	1	sAhasaH	
साहसम्	1	sAhasam	
सिंहः	7	siMhaH	
सिंहासनम्	1	siMhAsanam	
सिद्धः	1	siddhaH	
सिद्धिः	1	siddhiH	
सिन्दूरम्	2	sindUram	
सिन्धुराधीश्वरः	1	sindhurAdhIshvaraH	
सीता	3	sItA	
सीता-त्यागः	1	sItA-tyAgaH	
सीता-परित्यागः	1	sItA-parityAgaH	
सीतापहरणम्	1	sItApaharaNam	
सुकविः	1	sukaviH	
सुकृतम्	1	sukRtam	
सुखदुःखे	1	sukhaduHkhe	
सुखम्	15	sukham	
सुखस्थ-पर्युत्सुकता	1	sukhastha-paryutsukatA	
सुचरित्रम्	2	sucharitram	
सुचिन्तित-कर्म	1	suchintita-karma	
सुजनः	2	sujanaH	
सुजीवनम्	14	sujIvanam	
सुजीवितम्	1	sujIvitam	
सुदर्शनः	1	sudarshanaH	
सुपुत्रः	2	suputraH	
सुप्रभातम्	1	suprabhAtam	
सुप्रयोजनम्	1	suprayojanam	
सुबन्धुः	1	subandhuH	
सुबुद्धिः	1	subuddhiH	
सुब्रह्मण्यः	4	subrahmaNyaH	
सुभाषितम्	23	subhAShitam	
सुमृत्युः	1	sumRtyuH	
सुरतकेलिः	51	suratakeliH	
सुरतनिवृत्तिः	34	suratanivRttiH	
सुरतम्	161	suratam	
सुरताविष्करणम्	23	suratAviShkaraNam	
सुरा	1	surA	
सुव्यवहारः	1	suvyavahAraH	
सुशिक्षणम्	1	sushixaNam	
सुहृदयः	1	suhRdayaH	
सूचना-दानम्	2	sUchanA-dAnam	
सूचना-योग्यता	1	sUchanA-yogyatA	
सूत्रम्	1	sUtram	
सूपकारः	1	sUpakAraH	
सूर्य-स्तुतिः	1	sUrya-stutiH	
सूर्यः	23	sUryaH	
सूर्यास्तः	73	sUryAstaH	
सूर्यास्तम्	3	sUryAstam	
सूर्योदयः	3	sUryodayaH	
सूर्योदयवर्णनम्	25	sUryodayavarNanam	
सृष्टिः	6	sRShTiH	
सेनापतिः	2	senApatiH	
सेवकः	3	sevakaH	
सैन्यम्	3	sainyam	
सौन्दर्यम्	2	saundaryam	
सौमनस्यम्	2	saumanasyam	
सौम्यता	1	saumyatA	
सौराज्यम्	13	saurAjyam	
सौहार्दम्	2	sauhArdam	
स्कदः	1	skadaH	
स्कन्दः	9	skandaH	
स्खलनम्	1	skhalanam	
स्तनौ	52	stanau	
स्तुति-वैमुख्यम्	1	stuti-vaimukhyam	
स्तुतिः	3	stutiH	
स्त्री	2	strI	
स्त्री-केशः	10	strI-keshaH	
स्त्री-चित्तम्	1	strI-chittam	
स्त्री-मोहः	1	strI-mohaH	
स्त्री-शरीरम्	325	strI-sharIram	
स्त्री-सौन्दर्यम्	26	strI-saundaryam	
स्त्रीः	232	strIH	
स्त्रीलोभः	1	strIlobhaH	
स्त्रीशोषण-वादः	1	strIshoShaNa-vAdaH	
स्त्रीसौन्दर्यम्	6	strIsaundaryam	
स्थानम्	1	sthAnam	
स्थानौचित्यम्	1	sthAnauchityam	
स्थितिः	1	sthitiH	
स्थैर्यम्	7	sthairyam	
स्नातकः	1	snAtakaH	
स्नानम्	5	snAnam	
स्नुषा	1	snuShA	
स्नेह-नटनम्	1	sneha-naTanam	
स्नेहः	35	snehaH	
स्नेहितः	2	snehitaH	
स्नेहितदोषः	1	snehitadoShaH	
स्नेहे अविवेकः	3	snehe_avivekaH	
स्पन्दः	1	spandaH	
स्पर्धा	1	spardhA	
स्मितम्	4	smitam	
स्मृतिः	4	smRtiH	
स्वजनाभिमानः	1	svajanAbhimAnaH	
स्वजनोपेक्षा	1	svajanopexA	
स्वतुष्टिः	1	svatuShTiH	
स्वदेशः	1	svadeshaH	
स्वधर्मः	7	svadharmaH	
स्वभावः	9	svabhAvaH	
स्वभावोक्तिः	1	svabhAvoktiH	
स्वयंवरः	1	svayaMvaraH	
स्वरः	1	svaraH	
स्वरच्युतिः	1	svarachyutiH	
स्वर्गः	3	svargaH	
स्वशक्तिः	1	svashaktiH	
स्वशाखा	1	svashAkhA	
स्वसूत्रम्	1	svasUtram	
स्वातन्त्र्यम्	2	svAtantryam	
स्वाधीनपतिका	9	svAdhInapatikA	
स्वाभाविक-वैरम्	1	svAbhAvika-vairam	
स्वामिता	1	svAmitA	
स्वामिनः	1	svAminaH	
स्वारस्य-रक्षणम्	1	svArasya-raxaNam	
स्वार्थः	1	svArthaH	
स्वास्थ्यम्	3	svAsthyam	
हंसं प्रत्युक्तिः	1	haMsaM_pratyuktiH	
हंसः	1	haMsaH	
हनुमान्	1	hanumAn	
हनूमान्	1	hanUmAn	
हम्मीरः	2	hammIraH	
हयः	5	hayaH	
हयग्रीवः	2	hayagrIvaH	
हरिणः	1	hariNaH	
हरित्त्वम्	1	harittvam	
हरिहरौ	13	hariharau	
हर्षः	1	harShaH	
हलम्	1	halam	
हस्त-रतिः	1	hasta-ratiH	
हस्तक्षेपः	1	hastaxepaH	
हस्तरेखा	1	hastarekhA	
हारः	12	hAraH	
हासः	1	hAsaH	
हास्यम्	3	hAsyam	
हिंसा	6	hiMsA	
हित-वचन-ग्राहिता	1	hita-vachana-grAhitA	
हितम्	1	hitam	
हितवचन-ग्राहकता	5	hitavachana-grAhakatA	
हितसूचना	1	hitasUchanA	
हितेच्छा	2	hitechChA	
हिन्दुत्वम्	2	hindutvam	
हिमालयः	2	himAlayaH	
हुक्का	1	hukkA	
हेमन्त-यात्री	6	hemanta-yAtrI	
हेमन्त-वायुः	3	hemanta-vAyuH	
हेमन्तः	39	hemantaH	
हेमन्तवर्णनम्	3	hemantavarNanam	
होमः	2	homaH	
ॐकारः	1	OMkAraH	
